"","id","submitdate","lastpage","startlanguage","seed","token","startdate","datestamp","ipaddr","refurl","transdisciplinaryExp.rate.","age","academicAge","familiarWithSI.response.","projectReference","projectReferenceNo","contribToSI.rate.","motivation.pheno.","motivation.prob.","motivation.welfare.","benefitForNonAcademy","impulseForNonAcad.soc.","impulseForNonAcad.econ.","impulseForNonAcad.ecol.","impulseForNonAcad.health.","impulseForNonAcad.tech.","impulseForNonAcad.other.","groupsInvolved.res.","groupsInvolved.busi.","groupsInvolved.civsoc.","groupsInvolved.policy.","groupsInvolved.citiz.","groupsInvolved.media.","groupsInvolved.welfare.","natureOfInvolvement.res.","natureOfInvolvement.busi.","natureOfInvolvement.civsoc.","natureOfInvolvement.policy.","natureOfInvolvement.citiz.","natureOfInvolvement.media.","natureOfInvolvement.welfare.","targetGroupsGoals.socneeds.","targetGroupsGoals.socgroups.","targetGroupsGoals.improve.","targetGroupsGoals.empower.","targetGroupsGoals.diversity.","concepts.pub.","concepts.data.","concepts.code.","concepts.infra.","concepts.review.","concepts2","concepts3","impactTargetGroup.pub.","impactTargetGroup.busi.","impactTargetGroup.socgr.","impactTargetGroup.welfare.","impactTargetGroup.civsoc.","impactTargetGroup.policy.","impactTargetGroup.acad.","kindOfChange.pub.","kindOfChange.busi.","kindOfChange.socgr.","kindOfChange.welfare.","kindOfChange.civsoc.","kindOfChange.policy.","kindOfChange.acad.","kindOfChangeOther","adoptByPolicy.rate.","adoptByPolicyHow.SQ001.","adoptByPolicyHow.SQ002.","adoptByPolicyHow.SQ003.","adoptByPolicyHow.other.","Impactstatements.capab.","Impactstatements.emanc.","Impactstatements.understanding.","Impactstatements.mitig.","Impactstatements.unknown.","Impactstatements.unaddressed.","dissChannels.peer.","dissChannels.mono.","dissChannels.conf.","dissChannels.policy.","dissChannels.trad.","dissChannels.prof.","dissChannels.web.","dissChannels.socmed.","dissChannels.platf.","dissChannels.consult.","dissChannels.events.","dissChannels.public.","scalabilityRating.up.","scalabilityRating.out.","scalabilityRating.deep.","interestInSummary","SIthroughSNSF","resultsHighlight","feedback","thankYou"
"85",102,"2021-09-27 18:15:42",9,"en",2050481028,"daMqH0Sd2z6FuGm","2021-09-27 17:50:40","2021-09-27 18:15:42","84.73.165.197","",0,"60ies","e",0,"Y",NA,NA,10,10,0,0,"","","","","","knowledge",2,0,0,0,0,1,1,"colla","","","","","cons","cons",NA,NA,NA,NA,NA,1,NA,NA,1,1,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",99,"","","","",99,99,99,99,99,10,1,1,1,0,1,0,1,0,0,0,0,1,NA,NA,NA,1,"","","",NA
"86",103,"2021-09-27 19:51:15",9,"en",1861683987,"d7XC8ErV52VOAZQ","2021-09-27 19:42:27","2021-09-27 19:51:15","130.82.67.87","",3,"60ies","e",4,"Y",NA,NA,10,8,7,1,"","Y","","","","",0,0,0,1,0,1,0,"","","","cons","","cons","",0,0,1,0,0,1,0,0,0,0,"N","Y",2,3,0,0,0,8,8,"","awar","","","","beh","awar","",3,"","Y","","",4,0,1,1,4,3,1,1,0,1,1,1,0,0,1,1,1,1,3,2,2,0,"","","",NA
"87",104,"2021-09-27 20:21:43",9,"en",990471575,"LoEZ6SUFyLShy1q","2021-09-27 20:11:24","2021-09-27 20:21:43","129.194.145.104","",9,"60ies","e",0,"Y",NA,NA,10,6,5,1,"","Y","Y","","","",2,0,0,0,1,1,0,"colla","","","","cons","cons","",0,0,1,0,1,1,1,0,0,1,"N","N",5,2,0,0,0,6,10,"awar","","","","","beh","und","",0,"","","","",0,0,2,0,3,4,1,1,1,0,1,1,1,1,0,0,0,0,9,8,1,1,"","","",NA
"88",105,"2021-09-27 21:26:44",9,"en",2103774691,"f5RE2KhbHKzC6lk","2021-09-27 21:16:16","2021-09-27 21:26:44","2a04:ee41:6:9567:487d:def:d2fa:c2cb","",1,"40ies","e",0,"Y",NA,NA,10,4,8,1,"","","","Y","","",1,0,0,0,0,0,0,"colla","","","","","","",0,0,1,0,0,1,0,0,0,0,"N","N",0,0,0,0,0,0,7,"","","","","","","und","",99,"","","","",99,99,99,99,99,9,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"89",106,"2021-09-27 22:06:12",9,"en",1806442674,"Zbt6IrVA7UejD8S","2021-09-27 21:56:39","2021-09-27 22:06:12","194.51.205.221","",5,"70p","e",0,"Y",NA,NA,10,7,2,0,"","","","","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,1,0,1,1,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",99,"","","","",99,99,99,99,9,9,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,"","","Die Relevanz Ihrer Untersuchung für mein Projekt ist extrem niedrig.",NA
"90",107,"2021-09-27 22:52:38",9,"en",135179578,"Uv2JWy0UfnE5haB","2021-09-27 22:43:11","2021-09-27 22:52:38","2001:1715:4e22:3110:bc5b:6a7:a161:6c76","",9,"50ies","e",5,"Y",NA,7,10,9,9,2,"","","","Y","Y","",2,1,0,0,2,0,1,"cocr","contr","","","contr","","colla",1,1,1,1,1,1,1,1,1,0,"Y","N",7,3,8,1,1,2,4,"beh","att","beh","","","","beh","",5,"Y","","","",8,8,8,8,6,7,1,1,1,0,1,1,1,1,1,1,1,1,6,6,5,1,"","","",NA
"91",108,"2021-09-27 23:07:30",9,"en",615040125,"ICtRWmNATvybNBD","2021-09-27 22:45:34","2021-09-27 23:07:30","178.197.226.198","",7,"40ies","d",0,"Y",NA,NA,4,4,4,2,"","","","","","theory - practice gap in education",1,0,1,1,0,0,2,"cons","","cons","cons","","","cons",1,0,1,0,1,1,0,0,0,1,"N","Y",0,0,0,8,3,4,8,"","","","att","beh","att","awar","",4,"","","","",2,5,2,4,5,3,0,0,1,0,1,1,1,0,1,0,1,0,3,98,7,1,"","","",NA
"92",109,"2021-10-04 17:46:29",9,"en",1077722511,"tTY2z7iULk6YnHm","2021-09-28 07:24:56","2021-10-04 17:46:29","188.62.158.232","",0,"60ies","e",0,"Y",NA,NA,10,10,0,0,"","","","","","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,0,0,0,0,"N","N",0,0,0,0,0,0,3,"","","","","","","und","",0,"","","","",99,99,99,99,99,5,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"93",110,"2021-09-28 08:51:28",9,"en",1428659368,"FnApdstKLejNC6j","2021-09-28 08:46:20","2021-09-28 08:51:28","2001:620:610:500:302f:84d4:2f2e:9548","",2,"40ies","e",2,"Y",NA,NA,8,1,3,1,"Y","","","","","",1,0,2,2,0,0,1,"cons","","contr","contr","","","contr",0,0,0,1,1,1,1,0,0,0,"Y","Y",3,1,4,3,4,4,5,"awar","","awar","awar","att","att","und","",2,"","","","",3,3,3,2,3,7,1,0,0,0,1,0,0,NA,0,0,0,NA,4,1,4,1,"","","",NA
"94",111,"2021-10-07 10:01:58",9,"en",1739752239,"BLSDaI8i5z30f8W","2021-09-28 09:14:24","2021-10-07 10:01:58","153.109.180.149","",2,"50ies","e",0,"Y",NA,NA,4,8,7,2,"","","","","Y","",1,0,0,0,0,0,0,"cocr","","","","","","",0,0,1,1,0,1,1,1,1,0,"Y","N",4,0,3,5,0,0,2,"beh","","beh","beh","","","","",0,"","","","",0,0,0,0,0,4,1,0,1,0,0,0,1,1,0,0,0,0,7,8,3,0,"","","",NA
"95",112,"2021-09-28 09:21:23",9,"en",73864182,"fHg0MzuDYCQN7QJ","2021-09-28 09:15:52","2021-09-28 09:21:23","46.140.3.196","",8,"40ies","e",0,"Y",NA,NA,0,9,9,2,"","","","Y","Y","",2,1,0,0,0,1,1,"cocr","colla","","","","contr","contr",0,0,1,0,0,1,1,1,1,1,"N","N",5,2,0,0,0,0,5,"und","","","","","","und","",0,"","","","",4,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,10,5,6,1,"","","",NA
"96",113,"2021-09-28 09:53:17",9,"en",1923920781,"NyUzhilV2DFXOIH","2021-09-28 09:41:59","2021-09-28 09:53:17","2001:620:610:e04::cd","",3,"50ies","e",0,"Y",NA,NA,2,9,5,0,"","","","Y","Y","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,1,1,1,0,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",0,"","","","",0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,1,"","","",NA
"97",114,"2021-09-28 10:06:14",9,"en",1753215278,"93Z60KajRJYmEVA","2021-09-28 09:43:24","2021-09-28 10:06:14","134.21.71.107","",5,"40ies","e",5,"Y",NA,6,10,10,10,2,"Y","","","","","",1,NA,2,1,2,1,2,"contr","","colla","cons","cons","cons","colla",1,1,1,1,1,1,1,0,0,0,"Y","Y",1,0,8,8,9,4,8,"","","und","awar","beh","und","und","",2,"","","","",1,1,8,1,6,7,1,1,1,0,1,1,1,0,0,1,1,0,4,4,4,1,"By developing co-financed projects between Universities and other institutions (NGOs, welfare institutions, etc.)","Above all, our project has made it possible to co-construct a common knowledge between researchers and practitioners on the issue of indebtedness in Switzerland. This has given visibility to the issue and has allowed NGOs in the field to rely on tangible results to gain recognition for the problem.","The contradictions between the different social policies that can generate debt and the limits of the prosecution system that makes it difficult for people in debt to get out of debt. These elements are more difficult to have recognized as they would require important political relays to be taken into account.",NA
"98",115,"2021-09-28 10:45:48",9,"en",1457406264,"u1ZV6MCP02YpdaF","2021-09-28 10:21:15","2021-09-28 10:45:48","130.92.90.211","",6,"50ies","e",1,"Y",NA,NA,10,10,10,1,"","","","Y","","",2,2,0,0,2,0,2,"cocr","contr","","","contr","","cocr",1,1,1,1,1,1,1,0,0,0,"N","N",10,10,1,2,1,1,10,"awar","awar","","","","","awar","",99,"","","","",10,2,2,1,3,3,1,0,1,0,0,1,1,0,1,1,1,0,3,10,3,1,"","We discovered the genetic defect for ~20 inherited diseases in domestic animals. Example: https://doi.org/10.1371/journal.pgen.1007264
This has potential impact in several areas:
(1) Development of genetic tests to eradicate a lethal disease from the dog population (--> animal welfare, business opportunity for commercial diagnostic laboratories)
(2) Improvement of the well being of the dogs' owners and breeders.
(3) Advance in basic knowledge on the function of genes, similar diseases might also affect human patients (rare diseases)","",NA
"99",116,"2021-09-28 11:15:06",9,"en",1503761342,"HV5cidqK3R2M4y8","2021-09-28 11:07:31","2021-09-28 11:15:06","2001:67c:10ec:5789:8000::10c1","",0,"40ies","e",0,"Y",NA,NA,10,10,0,0,"","","","","Y","",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,1,0,0,0,"N","N",0,1,0,0,0,0,8,"","","","","","","und","",99,"","","","",99,0,99,99,99,7,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"100",117,"2021-09-28 11:23:55",9,"en",1193387308,"XpO65zKKq9MqimC","2021-09-28 11:11:55","2021-09-28 11:23:55","134.21.6.194","",7,"40ies","d",6,"Y",NA,7,9,8,8,2,"Y","","","Y","","",1,0,0,2,0,2,2,"colla","","","contr","","cons","colla",1,1,1,1,1,1,0,0,0,0,"Y","Y",7,0,7,8,2,8,9,"awar","","awar","beh","","beh","beh","",6,"","","","Awareness, discussions",4,5,6,6,8,8,1,1,1,1,1,1,1,0,0,1,1,0,7,8,7,1,"","","",NA
"101",118,"2021-09-28 11:20:11",9,"en",664709918,"vupwJZ0l28EPur5","2021-09-28 11:13:44","2021-09-28 11:20:11","2a02:aa13:6142:8800:cccc:2164:549d:ba31","",10,"60ies","e",4,"Y",NA,NA,10,3,8,0,"Y","","","","","",1,0,0,0,0,0,0,"cons","","","","","","",NA,NA,NA,NA,NA,1,0,0,0,0,"Y","N",2,0,2,0,2,2,2,"","","","","","","","",0,"","","","",0,0,3,1,8,7,1,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"102",119,"2021-09-28 11:49:26",9,"en",1940670167,"NpRBz0T3ggZGXBU","2021-09-28 11:16:01","2021-09-28 11:49:26","129.194.153.23","",8,"50ies","e",3,"Y",NA,NA,8,8,7,1,"","","","Y","","",2,2,NA,0,0,0,0,"cons","colla","","","","","",0,0,1,0,0,1,1,0,0,0,"","",5,7,0,6,0,0,7,"awar","","","awar","","","awar","",0,"","","","",7,7,7,0,6,7,1,0,1,0,1,1,1,0,0,0,0,1,8,8,8,1,"","We could show the value of using in vitro developed tissue culture models to better understand viral pathogenesis in absence of animal experimentation. ","By starting to use these in vitro models, we also helped the Epithelix company to become popular among the virology community and now they have developed antiviral testing on their in vitro models as a service that is widely used by researchers and companies. This should overall decrease animal experimentation.",NA
"103",120,"2021-09-28 12:57:00",9,"en",161066856,"mQosbaZDDsCQ4Nv","2021-09-28 12:47:37","2021-09-28 12:57:00","130.223.153.104","",3,"40ies","d",2,"Y",NA,NA,10,1,1,0,"","","","","","",2,0,0,0,0,1,0,"colla","","","","","cons","",NA,NA,NA,NA,NA,1,1,1,0,0,"N","N",1,1,0,6,1,0,10,"","","","awar","","","und","",0,"","","","",0,0,0,0,1,99,1,0,0,0,1,1,1,1,1,1,0,0,98,98,0,0,"","","",NA
"104",121,"2021-09-28 13:37:13",9,"en",144561041,"ToCDX9bXL2W74M0","2021-09-28 13:26:17","2021-09-28 13:37:13","129.194.143.157","",2,"60ies","e",1,"Y",NA,NA,10,10,5,1,"","","","","Y","",2,0,0,1,0,1,0,"colla","","","cons","","cons","",0,0,1,0,0,1,1,1,0,0,"N","N",0,2,0,0,0,0,7,"","","","","","","und","",2,"","","","",99,7,0,0,7,10,1,1,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,0,"","","",NA
"105",122,"2021-10-15 08:30:42",9,"en",1247352407,"zlXXQx7noKrvGoT","2021-09-28 17:02:23","2021-10-15 08:30:42","178.199.12.38","",10,"50ies","e",10,"Y",NA,7,10,10,4,1,"Y","","","","","",1,0,0,2,0,0,0,"colla","","","contr","","","",1,0,1,0,1,1,0,0,0,1,"Y","Y",0,0,10,0,0,7,10,"","","beh","","","beh","beh","",2,"","","","",0,2,10,0,9,8,1,NA,1,1,NA,NA,1,1,1,0,1,NA,2,2,7,1,"","","",NA
"106",123,"2021-09-28 20:56:34",9,"en",1878536372,"zLQlutlkggej2OB","2021-09-28 20:41:38","2021-09-28 20:56:34","87.102.186.58","",7,"60ies","e",7,"Y",NA,3,7,1,2,1,"","","","","","cultural understanding to learn from Homeric society",2,0,0,0,2,1,0,"contr","","","","cons","cons","",0,0,1,0,0,0,NA,NA,NA,NA,"Y","N",0,0,0,3,NA,0,7,"","","","","","","und","",0,"","","","",0,0,2,0,1,3,1,1,1,0,1,0,1,1,0,0,0,0,NA,NA,NA,1,"","","",NA
"107",124,"2021-09-28 21:18:11",9,"en",461076902,"zzf1a4aHHip9PGe","2021-09-28 20:58:45","2021-09-28 21:18:11","2001:1713:ea74:e270:9451:224a:ee8c:dd49","",8,"70p","e",8,"Y",NA,7,9,8,10,2,"Y","","","","","Existential and spiritual problem: selfunderstanding",2,0,1,0,1,1,2,"colla","","cons","","cons","cons","contr",0,0,1,1,1,1,1,1,0,0,"N","N",5,0,6,6,4,0,6,"awar","","awar","awar","und","","att","",0,"","","","",6,4,8,4,6,8,1,1,1,0,0,1,0,0,0,0,1,0,6,5,5,1,"","","",NA
"108",125,"2021-09-28 23:13:05",9,"en",1065926785,"GCMo0cH8GNAa6I1","2021-09-28 23:01:26","2021-09-28 23:13:05","145.14.208.28","",5,"60ies","e",4,"Y",NA,NA,8,4,2,0,"","","","Y","Y","",2,0,0,0,2,0,0,"colla","","","","contr","","",NA,NA,NA,NA,NA,1,1,1,0,1,"N","N",0,0,0,0,0,0,8,"","","","","","","beh","",0,"","","","",6,3,0,0,4,4,1,1,1,0,1,1,1,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"109",126,"2021-09-29 10:39:07",9,"en",22068161,"T5v6qkTrVhVoNAr","2021-09-29 10:23:07","2021-09-29 10:39:07","188.62.123.252","",0,"50ies","e",3,"Y",NA,NA,10,NA,5,0,"Y","","Y","Y","","",0,0,1,2,0,0,0,"","","cons","cons","","","",NA,NA,NA,NA,NA,1,1,NA,NA,NA,"Y","Y",0,0,0,2,NA,8,5,"","","","","","und","und","",3,"Y","","","",5,3,10,3,7,4,1,1,1,0,0,0,1,0,0,0,0,0,7,5,5,1,"","","The project finished in 2017 but I am still publishing on the issue on animal health professionals.
The social sciences and political science perspective on the one health governance, especially in the case of antimicrobial resistance (AMR), is gaining more and more attention.
The results show that a top-down, formal approach to AMR is not sufficient to achieve the policy targets.",NA
"110",127,"2021-09-29 10:54:44",9,"en",1327636283,"VEl27TC0i2cX8IQ","2021-09-29 10:38:23","2021-09-29 10:54:44","77.58.165.64","",7,"70p","e",0,"Y",NA,NA,6,2,7,1,"Y","","","","","",2,NA,NA,NA,NA,NA,NA,"contr","","","","","","",1,NA,NA,1,NA,1,NA,NA,1,NA,"Y","",3,NA,NA,NA,NA,NA,8,"und","","","","","","und","",1,"","","","",5,6,2,NA,5,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"","The project included several monographs and articles by the project leader as well as dissartations and habilitations. 
So the project hopefully contributed to a broader understandung and further distributing of the subjects treated during the development of the project,","",NA
"111",128,"2021-09-29 13:02:41",9,"en",1263430463,"Q06hO2fzUaRzPHG","2021-09-29 12:25:00","2021-09-29 13:02:41","162.23.111.49","",4,"50ies","e",3,"Y",NA,NA,8,5,3,1,"","","Y","","","",2,0,0,1,0,1,0,"cocr","","","cons","","cons","",0,0,1,0,1,1,1,0,1,1,"N","Y",2,3,0,0,0,8,10,"","beh","","","","awar","und","",2,"","","","",2,0,0,0,4,6,1,1,1,0,1,0,1,0,1,0,0,0,5,8,98,0,"","","",NA
"112",129,"2021-09-29 14:29:44",9,"en",721216030,"YC3XUo4tCw6dGh9","2021-09-29 14:14:56","2021-09-29 14:29:44","130.60.130.90","",7,"50ies","e",7,"Y",NA,3,9,6,8,2,"Y","","","","","",2,1,2,2,1,2,2,"colla","cons","contr","contr","cons","contr","contr",0,0,1,1,1,1,1,0,1,0,"Y","Y",7,6,7,7,7,8,7,"awar","awar","att","att","att","beh","att","",8,"Y","","Y","changes in behaviour of public administrationsenation ",7,5,7,7,4,6,1,1,0,1,1,1,1,1,0,1,1,0,8,8,6,1,"","","",NA
"113",130,"2021-09-29 21:41:37",9,"en",935039527,"rY67HSDSZNBpE5i","2021-09-29 21:31:27","2021-09-29 21:41:37","178.83.18.3","",2,"50ies","e",1,"Y",NA,NA,8,8,7,1,"","","","Y","","",1,0,0,1,0,0,0,"colla","","","contr","","","",0,0,1,1,0,1,1,0,0,0,"Y","Y",2,1,2,0,0,1,8,"","","","","","","und","",0,"","","","",1,0,1,0,1,3,1,0,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,1,"","","",NA
"114",131,"2021-09-29 23:35:21",9,"en",810493762,"nJxPqFdzJzfclgI","2021-09-29 23:15:08","2021-09-29 23:35:21","145.40.195.238","",10,"40ies","e",4,"Y",NA,NA,10,10,8,1,"Y","","","Y","Y","",2,0,0,1,2,0,1,"colla","","","cons","cons","","cons",1,1,1,1,1,1,1,1,1,0,"Y","Y",6,7,8,7,0,0,10,"und","awar","beh","und","","","und","",1,"","","","",10,6,10,8,8,10,1,0,1,0,0,0,1,1,0,1,1,1,7,7,7,1,"","A talk presenting the results directly from this project to was delivered to a mixed professional audience at the 'world usability day' was recorded and can be seen here 
https://www.youtube.com/watch?v=R5HgOA03qec&t=6s","This project led to a fairly large follow up project with another Swiss grant agency (Innosuisse) which is still active. In this followup project we work with a very successful young science startup called Altoida and with Hirslanden Clinic, developing tools to predict, prevent and rehabilitate age-related cognitive / brain health issues. It further expanded to a small collaboration with Brazil, where we are planning to gather data from socio-economically under-priviliged groups, and their access to age-related brain health awareness and solutions.",NA
"115",132,"2021-09-30 10:10:59",9,"en",2017448757,"XZ1uC6IuT5L2ad6","2021-09-30 09:48:43","2021-09-30 10:10:59","128.179.253.13","",NA,"60ies","e",4,"Y",NA,NA,10,8,10,2,"Y","","","Y","","",1,1,0,0,0,0,0,"contr","contr","","","","","",0,0,0,0,0,1,1,1,0,0,"N","N",8,10,0,0,0,0,10,"und","beh","","","","","beh","",0,"","","","",9,1,1,1,1,9,1,0,0,0,1,0,0,1,1,1,0,1,10,8,8,1,"","","",NA
"116",134,"2021-09-30 15:15:48",9,"en",1764471109,"awhfULhOkZG12iK","2021-09-30 15:01:49","2021-09-30 15:15:48","2001:620:d:82b6:8c1b:8f91:983b:3ccd","",7,"50ies","e",2,"Y",NA,NA,10,7,5,0,"","","Y","","","",2,0,0,1,1,0,0,"cocr","","","cons","cons","","",NA,NA,NA,NA,NA,1,1,1,0,1,"N","Y",1,0,0,0,0,1,2,"","","","","","","","",0,"","","","",2,0,0,0,2,8,1,0,0,0,0,0,1,1,1,0,0,1,NA,NA,NA,1,"","","This research concerned processes of greenhouse gas release and removal in the envrionment that were previously neglected. One motivation was clearly to produce knowledge that helps tackle the problem of global warming, and thus tpo produce a benefit for society. But the directi impact is probably small (its just one tiny aspect of the big picture) and hard to judge. ",NA
"117",135,"2021-10-01 10:18:42",9,"en",1574402382,"qEzSKAzCdZY7Qrp","2021-10-01 10:04:15","2021-10-01 10:18:42","83.76.204.255","",4,"60ies","e",4,"Y",NA,NA,9,9,1,0,"","","","","","answering scientific questions",2,1,0,1,0,1,0,"colla","cons","","cons","","contr","",NA,NA,NA,NA,NA,1,1,1,1,1,"N","N",0,0,0,5,0,3,10,"","","","other","","other","und","The goal was to provide information in the research field to the general public and to public administration not necessarily to trigger change",0,"","","","",0,4,0,0,4,4,1,1,1,0,1,1,1,1,0,1,0,1,10,99,99,1,"","","",NA
"118",136,"2021-10-01 14:22:56",9,"en",1007387387,"ANvOASRhgOGKjgC","2021-10-01 14:03:04","2021-10-01 14:22:56","131.152.39.61","",7,"50ies","e",6,"Y",NA,3,10,4,1,0,"Y","","","","","",1,0,0,0,0,0,0,"cons","","","","","","",NA,NA,NA,NA,NA,0,0,0,0,0,"N","N",1,0,1,0,NA,1,8,"","","","","","","beh","",99,"","","","",99,99,7,99,8,10,1,1,1,0,1,0,1,0,0,0,1,1,NA,NA,NA,0,"","","",NA
"119",137,"2021-10-01 18:24:16",9,"en",1154469781,"LPRrRy2V0kmKE2Z","2021-10-01 17:52:03","2021-10-01 18:24:16","2a02:120b:2c21:b9e0:4156:4e8d:ef4a:d908","",5,"60ies","d",3,"Y",NA,NA,NA,3,4,1,"Y","","","","","",0,0,NA,NA,1,NA,0,"","","","","cocr","","",1,0,0,NA,1,1,1,NA,NA,NA,"Y","Y",3,NA,NA,3,NA,3,3,"","","","","","und","","",NA,"","","","",1,3,3,NA,0,0,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"","yes","As our publication project was a purely philosophical one it is probably not really interesting in view of your interests ",NA
"120",138,"2021-10-02 13:48:45",9,"en",469776851,"YxeEUpAVtnucJPT","2021-10-02 13:32:27","2021-10-02 13:48:45","2001:1711:fa54:10d0:587d:b89b:c858:5a14","",10,"40ies","e",10,"Y",NA,7,10,2,7,2,"Y","","Y","","","",1,0,2,1,1,1,1,"cons","","colla","cons","cons","cons","cons",1,0,1,1,1,0,0,0,0,0,"Y","Y",10,8,7,7,10,10,10,"und","und","und","und","und","und","und","",99,"","","","",10,2,99,99,5,8,1,1,1,0,0,0,1,0,0,1,0,0,7,7,7,1,"I wonder if this kind of online survey can give you an idea of what is behind the projects. Probably through a short discussion you'd have quite different feedback. For instance, in our case, there is a big monograph coming up but it is not published yet. This doesn't fit well when answering all the questions about impact.","We will be publishing a monograph in MIT Press most senior book series. The book is about environmental data monitoring in China and discuss in details the work of China's most famous environmental NGO. It will therefore help a lot of readers to better understand China policies, environmental data collection, environmental data management, digital infrastructures, and NGOs in China.","It was difficult to finish the project within the schedule. The way that academia works nowadays, with projects submission and scholars desperately looking for secure jobs, creates a toxic atmosphere. In our case, it's the main cause for delay (because our researchers ended up doing other things to survive, rather than finishing the project, although the project made much more sense than the other things).",NA
"121",139,"2021-10-03 22:06:59",9,"en",1412501602,"qtqQtMxMhCXwkw6","2021-10-03 21:58:23","2021-10-03 22:06:59","46.140.181.226","",3,"39d","c",3,"Y",NA,NA,10,7,5,1,"","","","Y","Y","",2,2,0,0,0,0,0,"colla","colla","","","","","",0,0,1,0,0,0,1,1,0,0,"N","N",6,5,0,0,0,0,6,"und","und","","","","","und","",0,"","","","",7,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,"","","",NA
"122",140,"2021-10-04 08:45:39",9,"en",1830215878,"t1McOnV4ztGiJaB","2021-10-04 08:40:12","2021-10-04 08:45:39","130.92.118.218","",4,"40ies","e",10,"Y",NA,2,9,9,9,2,"","Y","","","","",1,1,1,1,0,0,0,"cons","cons","cons","cons","","","",0,0,1,0,1,1,0,0,0,0,"N","Y",6,3,2,0,3,6,9,"awar","awar","","","awar","beh","beh","",3,"","","","Awareness",2,2,7,0,5,3,1,1,1,1,0,0,1,0,0,1,0,0,4,4,4,1,"","","",NA
"123",141,"2021-10-04 11:20:45",9,"en",1707140962,"hmQwpHsDL2DhD3M","2021-10-04 11:12:03","2021-10-04 11:20:45","2001:1715:4e2f:c0f0:801e:58b9:d8fd:3d60","",2,"50ies","e",4,"Y",NA,NA,10,10,8,1,"Y","","","","","",0,0,0,0,0,0,0,"","","","","","","",0,0,1,1,1,1,1,0,0,0,"N","N",0,0,0,1,0,0,3,"","","","","","","und","",0,"","","","",99,99,10,3,7,8,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,"","","",NA
"124",142,"2021-10-04 14:20:49",9,"en",1635763533,"tX5WzOG0abrkfDG","2021-10-04 14:07:30","2021-10-04 14:20:49","185.225.93.40","",2,"60ies","e",2,"Y",NA,NA,10,3,6,1,"","","","Y","","",1,0,0,0,0,0,0,"colla","","","","","","",0,0,1,0,0,1,1,1,1,0,"N","N",0,0,0,0,0,0,0,"","","","","","","","",0,"","","","",0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,NA,NA,NA,0,"","","",NA
"125",143,"2021-10-04 21:17:52",9,"en",1880175522,"VltyRhvaAfY40HL","2021-10-04 21:05:56","2021-10-04 21:17:52","2a02:120b:2c15:2610:590b:58ba:b82f:152f","",10,"60ies","e",5,"Y",NA,2,4,0,0,0,"","","","","","fundamental research",2,0,0,0,0,1,0,"colla","","","","","contr","",NA,NA,NA,NA,NA,1,1,0,0,1,"N","N",0,0,0,0,0,0,10,"","","","","","","und","",0,"","","","",99,99,99,99,99,10,1,1,1,0,1,1,1,0,0,1,0,1,NA,NA,NA,1,"Not","","Not",NA
"126",144,"2021-10-05 09:55:04",9,"en",461375902,"elPrKBWj64vWQR3","2021-10-05 09:38:33","2021-10-05 09:55:04","131.152.108.30","",5,"40ies","e",0,"Y",NA,NA,10,10,5,0,"","","","","","interest of the society to know more about fundamental questions, e.g. concerning the origin of the universe, of the matter we are made of, etc.",0,0,0,0,0,0,0,"","","","","","","",NA,NA,NA,NA,NA,1,NA,1,0,0,"N","N",NA,0,0,5,0,0,10,"","","","awar","","","beh","",5,"","","","Our results were relevant for studies on future scientific projects (e.g.for the FCC design study) ",0,0,0,0,0,10,1,NA,1,NA,1,NA,1,1,NA,NA,1,1,99,99,99,1,"","","",NA
