Funding;Funding_Submitted;Funding_SuccessRate;FundingInstrumentGaLevel1;FundingInstrumentReporting;Grants;Grants_Submitted;Grants_SuccessRate;MainDisciplineLevel1;MainDisciplineLevel2;Year
756397.000000;4149594.000000;0.182300;Careers;Doc.CH (until 2020);5;27;0.185200;Humanities and Social Sciences;Linguistics and literature, philosophy;2013
1917141.000000;6126069.000000;0.312900;Careers;Fellowships;24;67;0.358200;Humanities and Social Sciences;Psychology, educational studies;2015
24975.000000;56736.000000;0.440200;Science communication;Publication grants;4;6;0.666700;Humanities and Social Sciences;Psychology, educational studies;2009
0.000000;556205.000000;0.000000;Infrastructure;Biolink funds;0;1;0.000000;Biology and Medicine;Basic Biological Research;2016
210246.670000;3336676.590000;0.063000;Programmes;Sinergia;0;2;0.047100;Humanities and Social Sciences;Ethnology, social and human geography;2017
0.000000;1339294.000000;0.000000;Programmes;Sinergia;0;1;0.000000;Biology and Medicine;Social Medicine;2012
1221306.000000;3647692.000000;0.334800;Careers;Ambizione;2;6;0.333300;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2010
607011.000000;607011.000000;1.000000;Programmes;COST (European Cooperation in Science and Technology);2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2019
2163159.000000;2373021.000000;0.911600;Careers;Assistant Professor (AP) Energy Grants;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2015
0.000000;1273734.000000;0.000000;Programmes;Bridge - Discovery;0;1;0.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2020
552000.000000;894000.000000;0.617400;Programmes;SCOPES;3;5;0.600000;Mathematics, Natural- and Engineering Sciences;Chemistry;2011
85694.000000;441691.000000;0.194000;Science communication;Agora;2;4;0.500000;Biology and Medicine;Social Medicine;2019
0.000000;1537886.000000;0.000000;Programmes;NRP 75 Big Data;0;3;0.000000;Biology and Medicine;Basic Medical Sciences;2016
56130.000000;80705.000000;0.695500;Careers;International short research visits;7;10;0.700000;Humanities and Social Sciences;Economics, law;2013
280233.000000;2057950.000000;0.136200;Programmes;Special Call on Coronaviruses;1;7;0.142900;Biology and Medicine;Social Medicine;2020
7655790.000000;14716731.000000;0.520200;Project funding;Project funding (Div. I-III);31;50;0.620000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2008
576366.000000;1489259.000000;0.387000;Programmes;ERA-NET;2;7;0.285700;Biology and Medicine;Basic Medical Sciences;2017
414956.000000;1348400.000000;0.307700;Programmes;SCOPES;3;7;0.428600;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2015
177075.000000;384465.000000;0.460600;Careers;Fellowships;3;5;0.600000;Biology and Medicine;Social Medicine;2019
0.000000;429732.000000;0.000000;Programmes;Bilateral programmes;0;2;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2009
15703795.300000;60335698.620000;0.260300;Programmes;Sinergia;8;30;0.077300;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2018
1923342.000000;6121542.000000;0.314200;Careers;Ambizione;4;10;0.400000;Biology and Medicine;Basic Medical Sciences;2009
3012941.830000;10067531.900000;0.299300;Programmes;Sinergia;1;4;0.060000;Biology and Medicine;General Biology;2019
2579352.000000;8009480.000000;0.322000;Careers;Ambizione;5;14;0.357100;Biology and Medicine;Experimental Medicine;2015
22955361.000000;39451715.000000;0.581900;Project funding;Project funding (Div. I-III);56;93;0.602200;Biology and Medicine;General Biology;2012
0.000000;49980.000000;0.000000;Science communication;Agora;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2018
2000.000000;37160.000000;0.053800;Science communication;Scientific Conferences;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2010
3335544.000000;49207066.000000;0.067800;Programmes;Bridge - Discovery;3;37;0.081100;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2020
0.000000;7429806.000000;0.000000;Careers;PRIMA;0;5;0.000000;Biology and Medicine;Clinical Medicine;2020
2952759.000000;6203765.000000;0.476000;Programmes;Sinergia;2;4;0.500000;Biology and Medicine;General Biology;2013
4600321.000000;15375755.000000;0.299200;Project funding;Project funding (Div. I-III);19;46;0.413000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2010
36250.000000;52110.000000;0.695600;Careers;International short research visits;5;6;0.833300;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2011
0.000000;574606.000000;0.000000;Careers;Marie Heim-Voegtlin grants;0;2;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2016
15034952.000000;46323266.000000;0.324600;Project funding;Project funding (Div. I-III);56;139;0.402900;Humanities and Social Sciences;Economics, law;2015
166420.000000;2233806.000000;0.074500;Programmes;ERA-NET;1;12;0.083300;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2017
16500.000000;28000.000000;0.589300;Science communication;Scientific Conferences;3;3;1.000000;Biology and Medicine;Basic Medical Sciences;2015
649868.000000;11883847.000000;0.054700;Programmes;ProDoc;3;33;0.090900;Humanities and Social Sciences;Economics, law;2010
0.000000;5988340.000000;0.000000;Programmes;Sinergia;0;3;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2015
4193561.000000;27648489.000000;0.151700;Careers;PRIMA;3;19;0.157900;Biology and Medicine;Basic Biological Research;2020
239700.000000;1082713.000000;0.221400;Programmes;COST (European Cooperation in Science and Technology);1;5;0.200000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2019
33440.000000;37940.000000;0.881400;Careers;International short research visits;5;6;0.833300;Biology and Medicine;Basic Medical Sciences;2012
4000000.000000;4597157.000000;0.870100;Infrastructure;Research Infrastructure;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2020
4837028.000000;11020110.000000;0.438900;Careers;Fellowships;61;134;0.455200;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2016
59490.000000;323120.000000;0.184100;Careers;Marie Heim-Voegtlin grants;1;4;0.250000;Humanities and Social Sciences;Linguistics and literature, philosophy;2005
22790.000000;44870.000000;0.507900;Science communication;International Exploratory Workshops;2;3;0.666700;Biology and Medicine;Basic Biological Research;2011
107810.000000;157480.000000;0.684600;Science communication;International Exploratory Workshops;8;12;0.666700;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2011
9278960.000000;18681491.000000;0.496700;Infrastructure;Editionen;9;13;0.692300;Humanities and Social Sciences;Linguistics and literature, philosophy;2016
1613789.000000;8785574.000000;0.183700;Careers;Doc.CH (until 2020);7;40;0.175000;Humanities and Social Sciences;Linguistics and literature, philosophy;2018
190000.000000;416500.000000;0.456200;Programmes;SCOPES;1;2;0.500000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2009
425660.000000;602203.000000;0.706800;Science communication;Publication grants;29;31;0.935500;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2013
0.000000;1934976.000000;0.000000;Programmes;Sinergia;0;1;0.000000;Humanities and Social Sciences;Psychology, educational studies;2014
2093302.000000;4307760.000000;0.485900;Project funding;DORE project funding;11;25;0.440000;Humanities and Social Sciences;Psychology, educational studies;2008
26750.000000;30400.000000;0.879900;Careers;International short research visits;4;5;0.800000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2007
17300.000000;17300.000000;1.000000;Science communication;International Exploratory Workshops;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Physics;2014
275827.000000;740375.000000;0.372600;Programmes;ProDoc;1;2;0.500000;Biology and Medicine;Basic Biological Research;2006
25882.000000;69082.000000;0.374700;Careers;Fellowships;1;2;0.500000;Biology and Medicine;Social Medicine;2008
27960.000000;30460.000000;0.917900;Careers;International short research visits;4;4;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2011
21450.000000;27950.000000;0.767400;Careers;International short research visits;4;4;1.000000;Humanities and Social Sciences;Economics, law;2007
0.000000;80000.000000;0.000000;Science communication;Publication grants;0;1;0.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2018
1154195.000000;2447673.000000;0.471500;Careers;Ambizione;3;7;0.428600;Humanities and Social Sciences;Linguistics and literature, philosophy;2009
726810.000000;5129644.000000;0.141700;Careers;Ambizione;2;14;0.142900;Mathematics, Natural- and Engineering Sciences;Mathematics;2013
334748.000000;1115893.000000;0.300000;Careers;Marie Heim-Voegtlin grants;3;7;0.428600;Humanities and Social Sciences;Psychology, educational studies;2009
0.000000;22936.000000;0.000000;Science communication;Scientific Conferences;0;3;0.000000;Mathematics, Natural- and Engineering Sciences;Physics;2015
0.000000;1171239.000000;0.000000;Programmes;Enlargement contribution;0;3;0.000000;Mathematics, Natural- and Engineering Sciences;Chemistry;2018
0.000000;13497259.000000;0.000000;Careers;PRIMA;0;10;0.000000;Mathematics, Natural- and Engineering Sciences;Physics;2020
170631.000000;879628.000000;0.194000;Science communication;Agora;1;5;0.200000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2017
206990.000000;887808.000000;0.233100;Programmes;Bilateral programmes;1;4;0.250000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2017
622302.000000;722302.000000;0.861600;Infrastructure;R'EQUIP;2;3;0.666700;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2013
585100.000000;4166541.000000;0.140400;Careers;Ambizione;1;7;0.142900;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2018
1473153.000000;2383615.000000;0.618000;Programmes;Bilateral programmes;6;10;0.600000;Mathematics, Natural- and Engineering Sciences;Chemistry;2015
0.000000;0.000000;;Careers;International short research visits;0;1;0.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2018
271240.000000;1445454.000000;0.187700;Careers;Marie Heim-Voegtlin grants;2;9;0.222200;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2012
25220.000000;25220.000000;1.000000;Science communication;Scientific Exchanges;2;2;1.000000;Biology and Medicine;Social Medicine;2017
61300.000000;73530.000000;0.833700;Science communication;International Exploratory Workshops;6;7;0.857100;Humanities and Social Sciences;Linguistics and literature, philosophy;2011
28192682.000000;49150365.000000;0.573600;Project funding;Project funding (Div. I-III);80;104;0.769200;Mathematics, Natural- and Engineering Sciences;Chemistry;2009
11014548.000000;28698195.000000;0.383800;Programmes;Sinergia;7;16;0.437500;Biology and Medicine;Experimental Medicine;2015
2867385.380000;13338496.050000;0.215000;Programmes;Sinergia;1;5;0.056700;Mathematics, Natural- and Engineering Sciences;Mathematics;2020
0.000000;1741934.000000;0.000000;Careers;EURYI (European Young Investigators);0;1;0.000000;Biology and Medicine;Social Medicine;2005
522525.000000;803865.000000;0.650000;Careers;Fellowships;11;13;0.846200;Mathematics, Natural- and Engineering Sciences;Mathematics;2007
7370.000000;7370.000000;1.000000;Careers;International short research visits;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2006
5628925.000000;8492820.000000;0.662800;Infrastructure;Research Infrastructure;6;6;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2013
727285.000000;870325.000000;0.835600;Programmes;NRP 54 Sustainable Development of the Built Environment;3;3;1.000000;Humanities and Social Sciences;Economics, law;2005
1969219.000000;9636206.000000;0.204400;Careers;Ambizione;3;14;0.214300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2018
0.000000;1034344.000000;0.000000;Infrastructure;Biolink funds;0;2;0.000000;Biology and Medicine;Basic Biological Research;2018
12120896.000000;30495880.000000;0.397500;Programmes;Sinergia;9;17;0.529400;Biology and Medicine;Basic Biological Research;2010
843778.000000;843778.000000;1.000000;Careers;Ambizione;2;2;1.000000;Biology and Medicine;Basic Biological Research;2005
4479510.000000;25766356.000000;0.173900;Careers;SNSF Professorships;3;18;0.166700;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2011
860660.000000;866660.000000;0.993100;Programmes;NRP 56 (Language Diversity and Linguistic Competence in Switzerland);3;3;1.000000;Humanities and Social Sciences;Economics, law;2005
0.000000;243400.000000;0.000000;Programmes;Bilateral programmes;0;1;0.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2019
31370.000000;33370.000000;0.940100;Careers;International short research visits;5;5;1.000000;Biology and Medicine;General Biology;2008
0.000000;699797.000000;0.000000;Programmes;Investigator Initiated Clinical Trials (IICT);0;1;0.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2019
92950.000000;1476439.000000;0.063000;Careers;Marie Heim-Voegtlin grants;1;9;0.111100;Humanities and Social Sciences;Ethnology, social and human geography;2012
7000.000000;10000.000000;0.700000;Science communication;DORE conferences;1;1;1.000000;Humanities and Social Sciences;Linguistics and literature, philosophy;2011
7845619.000000;10065361.000000;0.779500;Careers;SNSF Professorships;6;7;0.857100;Humanities and Social Sciences;Psychology, educational studies;2015
390000.000000;633000.000000;0.616100;Infrastructure;R'EQUIP;2;3;0.666700;Biology and Medicine;General Biology;2014
3326297.000000;15966087.000000;0.208300;Careers;Eccellenza;2;9;0.222200;Mathematics, Natural- and Engineering Sciences;Chemistry;2019
1228857.000000;8030053.000000;0.153000;Programmes;ERA-NET;5;27;0.185200;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2014
84275.000000;131032.000000;0.643200;Science communication;Publication grants;10;13;0.769200;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2009
2395229.000000;8756879.000000;0.273500;Infrastructure;R'EQUIP;11;19;0.578900;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2010
245405.000000;1689587.000000;0.145200;Programmes;Bilateral programmes;1;6;0.166700;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2019
40040.000000;60650.000000;0.660200;Careers;International short research visits;6;9;0.666700;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2014
36258.000000;36258.000000;1.000000;Programmes;National Research Programmes (NRPs);1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2014
50110.000000;54610.000000;0.917600;Careers;International short research visits;5;5;1.000000;Mathematics, Natural- and Engineering Sciences;Physics;2010
8152305.000000;22443415.000000;0.363200;Careers;Ambizione;10;27;0.370400;Mathematics, Natural- and Engineering Sciences;Physics;2018
1010402.000000;3545962.000000;0.284900;Careers;Doc.CH (until 2020);4;14;0.285700;Humanities and Social Sciences;Ethnology, social and human geography;2019
150000.000000;150000.000000;1.000000;Careers;MD-PhD fellowships;1;1;1.000000;Biology and Medicine;Basic Biological Research;2006
9642866.000000;50474871.000000;0.191000;Careers;SNSF Professorships;9;36;0.250000;Mathematics, Natural- and Engineering Sciences;Physics;2018
67000.000000;74250.000000;0.902400;Science communication;Scientific Exchanges;4;5;0.800000;Mathematics, Natural- and Engineering Sciences;Chemistry;2020
17580122.000000;48087207.000000;0.365600;Project funding;Project funding (Div. I-III);29;72;0.402800;Mathematics, Natural- and Engineering Sciences;Chemistry;2020
1494770.000000;6196977.000000;0.241200;Programmes;ERA-NET;4;17;0.235300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2020
0.000000;240000.000000;0.000000;Infrastructure;R'EQUIP;0;1;0.000000;Biology and Medicine;General Biology;2019
180000.000000;180000.000000;1.000000;Careers;MD-PhD fellowships;1;1;1.000000;Biology and Medicine;Basic Medical Sciences;2015
80346.000000;2329604.000000;0.034500;Careers;Marie Heim-Voegtlin grants;1;13;0.076900;Humanities and Social Sciences;Ethnology, social and human geography;2016
145900.000000;145900.000000;1.000000;Careers;International short research visits;17;17;1.000000;Biology and Medicine;Basic Biological Research;2014
113800.000000;121450.000000;0.937000;Science communication;DORE conferences;12;12;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2009
10333263.000000;22951934.000000;0.450200;Project funding;Project funding (Div. I-III);30;61;0.491800;Biology and Medicine;General Biology;2008
14600.000000;13309.000000;1.097000;Science communication;OAPEN-CH pilot project;2;2;1.000000;Humanities and Social Sciences;Economics, law;2016
0.000000;218700.000000;0.000000;Programmes;SCOPES;0;2;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2006
20960.000000;25710.000000;0.815200;Careers;International short research visits;3;3;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2009
2347629.000000;3015566.000000;0.778500;Infrastructure;Research Infrastructure;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2014
239730.000000;549338.000000;0.436400;Programmes;COST (European Cooperation in Science and Technology);1;2;0.500000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2020
1242000.000000;3461877.000000;0.358800;Infrastructure;R'EQUIP;5;12;0.416700;Biology and Medicine;Basic Medical Sciences;2010
13313830.710000;51654618.610000;0.257700;Programmes;Sinergia;6;21;0.074000;Biology and Medicine;Basic Biological Research;2018
236000.000000;236000.000000;1.000000;Infrastructure;R'EQUIP;1;1;1.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2013
0.000000;398740.000000;0.000000;Science communication;Agora;0;2;0.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2017
583105.000000;1288081.000000;0.452700;Programmes;SCOPES;8;16;0.500000;Humanities and Social Sciences;Economics, law;2005
0.000000;952418.000000;0.000000;Programmes;Sinergia;0;1;0.000000;Biology and Medicine;Social Medicine;2014
2763758.000000;5184292.000000;0.533100;Infrastructure;R'EQUIP;18;21;0.857100;Mathematics, Natural- and Engineering Sciences;Chemistry;2009
277365.000000;577875.000000;0.480000;Careers;Marie Heim-Voegtlin grants;1;3;0.333300;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2012
16723460.000000;53851628.000000;0.310500;Project funding;Project funding (Div. I-III);69;146;0.472600;Biology and Medicine;Clinical Medicine;2006
1012263.000000;1728587.000000;0.585600;Programmes;ProDoc;4;5;0.800000;Humanities and Social Sciences;Psychology, educational studies;2009
0.000000;148527.000000;0.000000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);0;2;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2020
1225435.000000;1347196.000000;0.909600;Careers;SNSF Professorships;2;2;1.000000;Humanities and Social Sciences;Economics, law;2020
1350082.000000;5628647.000000;0.239900;Careers;Fellowships;17;64;0.265600;Biology and Medicine;Clinical Medicine;2017
13000801.000000;29975541.000000;0.433700;Project funding;Project funding (Div. I-III);47;91;0.516500;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2015
16500.000000;54600.000000;0.302200;Science communication;Scientific Conferences;3;3;1.000000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2015
185300.000000;343181.000000;0.539900;Science communication;Scientific Conferences;27;29;0.931000;Humanities and Social Sciences;Linguistics and literature, philosophy;2010
91800.000000;111800.000000;0.821100;Science communication;Scientific Exchanges;7;8;0.875000;Biology and Medicine;Experimental Medicine;2018
0.000000;403719.000000;0.000000;Careers;Ambizione;0;1;0.000000;Biology and Medicine;Basic Biological Research;2006
10386609.000000;33529463.000000;0.309800;Programmes;Sinergia;7;21;0.333300;Biology and Medicine;Basic Biological Research;2014
342393.000000;367915.000000;0.930600;Science communication;Scientific Exchanges;42;45;0.933300;Humanities and Social Sciences;Psychology, educational studies;2018
31100.000000;63150.000000;0.492500;Careers;International short research visits;5;9;0.555600;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2016
129960.000000;129960.000000;1.000000;Programmes;Bridge - Proof of Concept;1;1;1.000000;Humanities and Social Sciences;Psychology, educational studies;2020
2398535.000000;4614225.000000;0.519800;Careers;Assistant Professor (AP) Energy Grants;2;4;0.500000;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2017
5203879.000000;17443652.000000;0.298300;Careers;Eccellenza;4;10;0.400000;Biology and Medicine;General Biology;2019
1702499.000000;3529785.000000;0.482300;Careers;Fellowships;21;44;0.477300;Humanities and Social Sciences;Psychology, educational studies;2018
0.000000;1123558.000000;0.000000;Programmes;ProDoc;0;5;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2012
71912.000000;141700.000000;0.507500;Careers;Fellowships;1;2;0.500000;Biology and Medicine;Social Medicine;2017
2100000.000000;7369417.000000;0.285000;Programmes;Sinergia;1;4;0.250000;Biology and Medicine;Clinical Medicine;2009
306800.000000;341000.000000;0.899700;Science communication;Scientific Exchanges;26;28;0.928600;Humanities and Social Sciences;Economics, law;2017
3631498.000000;12709309.000000;0.285700;Careers;SNSF Professorships;3;10;0.300000;Humanities and Social Sciences;Economics, law;2009
3041830.000000;12414555.000000;0.245000;Careers;Eccellenza;2;9;0.222200;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2019
1024371.000000;1045945.000000;0.979400;Programmes;National Research Programmes (NRPs);5;5;1.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2014
480000.000000;734436.000000;0.653600;Programmes;ERA-NET;2;2;1.000000;Biology and Medicine;Experimental Medicine;2011
3650196.000000;6468509.000000;0.564300;Careers;Fellowships;52;91;0.571400;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2014
795860.000000;1043062.000000;0.763000;Science communication;Publication grants;59;62;0.951600;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2011
2604671.000000;5514912.000000;0.472300;Careers;Fellowships;49;85;0.576500;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2011
2359179.000000;8674329.000000;0.272000;Careers;SNSF Professorships;2;6;0.333300;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2017
617856.000000;691380.000000;0.893700;Infrastructure;Research Infrastructure;1;1;1.000000;Humanities and Social Sciences;Art studies, musicology, theatre and film studies, architecture;2008
31038287.000000;66454741.000000;0.467100;Project funding;Project funding (Div. I-III);63;120;0.525000;Biology and Medicine;Experimental Medicine;2013
18000.000000;39019.000000;0.461300;Science communication;Publication grants;4;5;0.800000;Humanities and Social Sciences;Psychology, educational studies;2013
0.000000;252000.000000;0.000000;Programmes;NRP 50 Endocrine Disruptors;0;1;0.000000;Biology and Medicine;Social Medicine;2006
0.000000;1982503.000000;0.000000;Programmes;Bilateral programmes;0;4;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2009
37803288.000000;101658754.000000;0.371900;Project funding;Project funding (Div. I-III);176;317;0.555200;Mathematics, Natural- and Engineering Sciences;Engineering Sciences;2013
10186.000000;13627.000000;0.747500;Science communication;Open Access Article;9;10;0.900000;Humanities and Social Sciences;Ethnology, social and human geography;2019
292966.000000;292966.000000;1.000000;Programmes;NRP 58 Religions, the State and Society;1;1;1.000000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2009
625000.000000;1726100.000000;0.362100;Programmes;Promotion of Young Scientists (PROMYS) Gesuch;1;3;0.333300;Biology and Medicine;Basic Biological Research;2016
465576.000000;614912.000000;0.757100;Science communication;Agora;3;4;0.750000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2016
1593555.000000;9232994.000000;0.172600;Careers;Ambizione;4;22;0.181800;Humanities and Social Sciences;Linguistics and literature, philosophy;2016
350287.000000;669399.000000;0.523300;Programmes;ProDoc;1;3;0.333300;Biology and Medicine;Social Medicine;2009
662579.000000;1642288.000000;0.403400;Careers;Marie Heim-Voegtlin grants;4;7;0.571400;Mathematics, Natural- and Engineering Sciences;Chemistry;2011
2249382.000000;2249382.000000;1.000000;Infrastructure;Research Infrastructure;2;2;1.000000;Mathematics, Natural- and Engineering Sciences;Astronomy, Astrophysics and Space Sciences;2010
1330494.000000;21435811.000000;0.062100;Careers;Eccellenza;1;14;0.071400;Biology and Medicine;Clinical Medicine;2019
1149517.000000;1149517.000000;1.000000;Programmes;ERA-NET;4;4;1.000000;Biology and Medicine;Basic Medical Sciences;2018
3330000.000000;4640000.000000;0.717700;Infrastructure;Research Infrastructure;3;3;1.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2007
814474.000000;8645615.000000;0.094200;Careers;Ambizione;1;10;0.100000;Biology and Medicine;Preventive Medicine (Epidemiology/Early Diagnosis/Prevention);2020
203218.000000;663985.000000;0.306100;Careers;Fellowships;4;8;0.500000;Humanities and Social Sciences;Ethnology, social and human geography;2008
18000.000000;17878.000000;1.006800;Science communication;Publication grants;2;2;1.000000;Humanities and Social Sciences;Economics, law;2016
0.000000;7504840.000000;0.000000;Careers;SNSF Professorships;0;5;0.000000;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2007
27625026.000000;66682482.000000;0.414300;Project funding;Project funding (Div. I-III);68;136;0.500000;Biology and Medicine;Experimental Medicine;2011
1899086.000000;11215548.000000;0.169300;Careers;EURYI (European Young Investigators);1;6;0.166700;Mathematics, Natural- and Engineering Sciences;Chemistry;2007
1573240.000000;4506174.000000;0.349100;Careers;Marie Heim-Voegtlin grants;7;21;0.333300;Biology and Medicine;Basic Biological Research;2011
3679902.000000;5106487.000000;0.720600;Careers;Fellowships;78;97;0.804100;Humanities and Social Sciences;Economics, law;2010
0.000000;4488439.000000;0.000000;Programmes;r4d (Swiss Programme for Research on Global Issues for Development);0;9;0.000000;Humanities and Social Sciences;Ethnology, social and human geography;2016
77940.000000;158636.000000;0.491300;Science communication;Scientific Conferences;14;15;0.933300;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2009
597774.000000;597774.000000;1.000000;Programmes;NRP 75 Big Data;1;1;1.000000;Biology and Medicine;Basic Biological Research;2016
92400.000000;92400.000000;1.000000;Science communication;Scientific Exchanges;8;8;1.000000;Biology and Medicine;General Biology;2020
0.000000;7129581.000000;0.000000;Programmes;Sinergia;0;4;0.000000;Humanities and Social Sciences;Sociology, social work, political sciences, media and communication studies, health;2015
0.000000;2390541.000000;0.000000;Programmes;NRP 75 Big Data;0;5;0.000000;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2016
13659056.000000;27617692.000000;0.494600;Project funding;Project funding (Div. I-III);25;44;0.568200;Mathematics, Natural- and Engineering Sciences;Earth Sciences;2020
310802.000000;320802.000000;0.968800;Programmes;NRP 57 Non-Ionising Radiation - Health and Environment;1;1;1.000000;Biology and Medicine;Basic Biological Research;2007
1163214.000000;1831335.000000;0.635200;Careers;Fellowships;20;26;0.769200;Mathematics, Natural- and Engineering Sciences;Mathematics;2011
1323296.000000;2356900.000000;0.561500;Careers;Fellowships;27;32;0.843800;Mathematics, Natural- and Engineering Sciences;Physics;2005
218700.000000;226600.000000;0.965100;Science communication;Scientific Exchanges;17;18;0.944400;Mathematics, Natural- and Engineering Sciences;Environmental Sciences;2019
2398125.000000;17737240.000000;0.135200;Careers;SNSF Professorships;2;12;0.166700;Biology and Medicine;General Biology;2018
0.000000;443583.000000;0.000000;Programmes;Bilateral programmes;0;2;0.000000;Humanities and Social Sciences;Psychology, educational studies;2019
0.000000;229558.000000;0.000000;Infrastructure;Research Infrastructure;0;1;0.000000;Humanities and Social Sciences;Psychology, educational studies;2008
5358246.000000;14850668.000000;0.360800;Careers;Ambizione;10;26;0.384600;Biology and Medicine;Basic Medical Sciences;2016
947000.000000;22321782.000000;0.042400;Infrastructure;R'EQUIP;6;13;0.461500;Mathematics, Natural- and Engineering Sciences;Chemistry;2010
46290.000000;53170.000000;0.870600;Science communication;International Exploratory Workshops;4;5;0.800000;Humanities and Social Sciences;Theology & religious studies, history, classical studies, archaeology, prehistory and early history;2011
197760.000000;197760.000000;1.000000;Science communication;Agora;1;1;1.000000;Mathematics, Natural- and Engineering Sciences;Mathematics;2014
